tweet,class
chris brown talk bout hisself said hoe aint loyal ,0
even two full game season fairweath whine alreadi full effect yanke,1
weird word cunt offens countri yet countri refer somebodi like whos cunt,0
hoe citi make happi move montana happi rest  day,0
yall give farwel lulu yet shit kris ok bitch ok,0
yall hoe still surfboardn tub nah,0
yesterday ran dude went high school amp use skinni hell omg fucker slit tire year ago,0
dont want see true life stori american hero bizzi lazi krayzi amp wish wanna watch hillbilli shoot pumpkin,1
femal feel like ok dress like hoe smh hope dont daughter pleas god ,0
still dont suck dick eat pussi ,0
bronyfolk far wide throw bitch fit equestriagirl must one isnt look interest,0
get someth close approxim full bird paradis yoga pose time make ragdol cosplay,1
flappi bird game,1
olymp brazil yet mean yay sport stop look like   goredskin,0
sohello kitti realli chicken boo bitch,0
soap wish pussi tho rt imjustceej beard smell like,0
social media post rival social media app shall never let word edit appear next facebook status doubl read bitch,0
social network ruin bitch game,0
sock pussi like im vegeta,0
soetoroobama move countri forward w vision vision downsiz oppress countri get even w whitey war,0
soft nicca usual send hate thru bitch jealous instagram nicca hatin ya pictur  therealkiss,0
soft nigga usual send hate threw bitch,0
sold weed bitch whos gonna lawyer bet shell nigga back,0
sombodi bring pussi,0
dont cross bitch,0
armi femal bitch everyth ,0
douch cub redneck cub fan freak ask bite bloodi berk hes like  ,1
jihadi post bio isi boss mr awad excel sociolog info cant thank himher enough gift,1
oval pink blue yellow,1
bitch nigga drumlin spray water ran away fuck pussi,0
bitch relentless curv hundr time still want dick,0
bitch bare respect,0
bitch curv game serious,0
bitch luck men lmao mayb your problem sweetheart cant fault lol,0
bitch need get life ,0
bitch truli aint shit ,0
black peopl live entir differ world everyth peach cream appar take rose color glass,1
call trickn call hangn ima handl busi n knock dat pussi ,0
croquett hoe,0
girl think bitch attitud attract tf made think,0
guy orient got ask top  favorit music artist first thing bitch said usher,0
ho hit wife lol,0
hoe tweet make mad lol,0
lie ass hoe lol,0
movi made facilit dude pick girl think side box lil nigguh,0
niggah said sugapuss lastnight ,0
niggah save hoe aint heroic,0
nigga beat bitch get point across mental fuck w ignor ,0
nigga save hoe,0
ice melt car caus dumb fuck  decid want strike convers wit fat ugli bitch smfh,0
hoe loyal,0
hoe deserv kick vagina lucki aint tryna loos shoe,0
hoe need hop high hors seem ride  ,0
hoe everybodi,0
hood negro dont deserv bail money way visit jail,0
niqqa straight pussi whip ,0
sex gif fuck retard,0
yall femal undercov hoe,0
yall gorgeous women aint gorgeous realiz got ugli bitch attitud,0
yall popular cuz yall name  bitch ugli,0
bitch dumbbbb,0
girl wifey halloween sinc  hoe year,0
peopl bitch ass nigga amp stay far away,0
peopl constant pessimist unattract like much bitch dont start chang,0
redneck race freeway gte,0
thot never learn  gooooo awaaaaay hoe,0
women straight bitch,0
somebodi couldv like aye man drop money nooooooo fuck broke faggot selfish bastard hate yall,0
somebodi help   kicksnbenji bitch nigga bye want someth ,0
somebodi pleas choke fuck retard keep yell mash potato tool pgachampionship,0
somebodi tell niggga ima keep fuckin hoe ima keep rockin show,0
somebodi tell pussi nigga got em,0
somebodi tell pussi nigga got em got em,0
somebodi toss bitch dasani someth gurl thirsti,0
someon household want die get excit enjoy coupl oreo someon left one one friggin oreo ,1
someon bitch slap lake see fb tomorrow suspect hard core gop friend,0
someon came amp told pull hoe today piss that fuck fals sad,0
someon come take browni away eat whole pan,1
someon need get bore nike fag stage,0
someon pleas bring goldfish cracker,1
someon probabl told  god trash,1
someon explain blake griffin talk trash oppos  string unbecom even amongst clipper,1
someon shut beaner pleas,0
someon tell  dread part uniform id pull hair trash talk cut doodoo braid,1
someon tell drink bitch fuck first night meet back game,0
someon tell royal stay home ,1
someon tell bitch stfu,0
someon tell hoe turn lion king,0
someon told iggi azalea stunk child caus bitch still upset yo aint even deep,0
someon mother call handsom buff yellow thang last night ego temporarili elev binniemous die lol,1
someth funni rt peachpapayya  rt midcityac control excit sir  let gooooo teena ,0
someth like perfectionist even check horoscop bitch,0
sometim wish wasnt color,0
sometim feel like realli nice everyon im like wait your bitch anyway soooo,0
sometim want someon bitch shitti day,0
sometim wake ceil  floor  outsid  near trash mom hollywood somewher alli somewher,0
sometim wish cute pet monkey rememb would probabl defec everywher beat destroy hous,1
sometim bitch need struggl get go rt odotkay vianawf sometim shit extra ,0
sometim femal fuck retard bro swear want kick yall ovari,0
sometim ppl stay marri cuz conveni u constant bitch amp complain amp sleep separ room time reevalu,0
sometim u gotta knock nicca tho ij freecb,0
sometim dont wanna fuck bitch head good end fuck,0
sometim gotta block bitch damn annoy,0
sometim gotta settl averag lookin bitch wit good person prevent gettin cheat,0
sometim even gotta tell hoe grow smh,1
son bitch,0
son bitch thunder,0
son bitch cant wait till basebal back americaspasttim,0
son bitch,0
son mail ladi ghetto ,0
sone yall bitch need morn glori milk bath ,0
sonnen faggot,0
sonoma counti cannot handl gutto style straight north bay pussi forev,0
soon fuckeveryword fuck backtrack cant wait fuck faggot,0
soon da money gon dem bitch leavinyou get lock aint gon visit ya neither,0
sooo first aidcpr certif came handi tonight glad didnt lose monkey ,1
sooooooo true im pussi monsta ,0
sore loser charli crist  give concess speech call recount  tcot pjnet,1
sorri sam went elonunivers rt  wes durham woodi durham son tar babi pack game,1
sorri spam dare search nigger twitter laugh imposs,0
sorri fellow negro,1
sorri fo da rant make mad asham color wish white yall would like,0
sorri hoe love stand leg open easi,0
sosa beat ho,0
sound like real nigga  keith stood monkey bat look girl skirt recess time fuck ,0
sound like bitch whatev,0
sound like god damn bear fell tree might time stop piss outsid  piss bucket bitch,0
sound like hoe,0
sourc say charli crist phone rick scott type conced,1
southwest airlin like drive mini van white trash cousin love huff paint thinner work,0
space browni ,1
spark bitch interest,0
speak face fake bitch,0
speak  year pussi phenomen,0
speak ford garland need get sub job applic lol killin  bird one stone merica,1
speak rt kinghorsedick lot backpag hoe dont like fuck black guy never went thru,0
special thank tina charli staff waver hill thank everyon dedic time make ,1
spell name right bitch well talk,0
spendin money save stackin one like brick hittin bitch like craig watchin ass clap morningstusesh ,0
spend money hoe  nigga aint fuck shit ,0
spic half breed trash filthi nativ allow speak european,0
spiff tryna hoe,0
spittin crystal bitch face larri johnson funniest moment book sue sens humor,0
spongebob ass nicca fr,0
spring breakkkk bitch ,0
spring almost  realiz collect hoe sever decreas ,0
squidward face ass bitch,0
stafford trash without megatron fantasyfootballproblem,1
stafford pussi,0
stark faggot,0
start punch hoe esophagus shit,0
start wit hanna montana hoe im fuckin nick cannon hoe,0
start  brick im sold bitch,0
stay home bitch fuck u,0
stay poon bitch,0
stay warm  beani sweaterweath  ,1
stay witcha nasti littl hoe dont shit,0
stayin late watch ichiro yanke,1
step horribl bitch went straight dvd ,0
step take oppurtun freshfac iubb hoosier,1
step club smooth l hand bitch know im freak like eleph man,0
stephan smith say jay cutler shouldnt mvp candid straight retard,1
stephen threat brother doesnt scare quit runnin fuckin mouth amp wont hide behind brother bitch boy,0
stern fix imag leagu nba player knock bitch elev,0
steve calvin anni cunt ,0
steve mcnair got murder side bitch man life crazi,0
stevi j nigga  bitch ten,0
stfu hoe ,0
stfu kenya u make sick lone desper bitch,0
stiff arm hoe ass lmao,0
still cant see nigger see white hoe,0
still confus king order two tranni hooker parti last night,0
still dont give fuck bout bitch dude,0
still downtown bitch,0
still realli confus humplayproblem think lucricusi fag dagger,0
still wait oomf hit hoe lololol,0
still wit bitch death ,0
stolen  lol realli guy im give class keep bitch whos  ,0
stomach hurt im starv earli morn pussi ,0
stoni fuckin queer,0
stood outsid  minut take phone call went back look mirror saw somalian fuck sun lil punk ass bitch,0
stop smokin bathsalt charli brown rejectedpeanutsspeci,1
stop twatch bitch,0
stop actin like yu start wearin ya ugg bitch seen break em august,0
stop hoe,0
stop give hoe half azz dick plow deep make scream nd cream ,0
stop hatin niggah  got ya girlfriend callin hater niggah ,0
stop lettin messi hoe mess busi,0
stop rting celtic trash pleas,1
stop sayin gov name fuck wrong widd u bitch u stupid,0
stop snitch faggot  ill snap nude promis wont screenshotdont worri babi wont ,0
stop spoil u fag,0
stop tri honki ,0
stop use word redskin,0
stop whack shower queer boy ilovebamf,0
strap fasho caus iont trust hoe,0
stress stress go away come never fuck bitch,0
strong jaw ass bitch,0
strong pussi rt sirratchett yall think ciara got good pussi,0
stu rape face faggot man im sick nigga,0
stuck serious bitch possibl worst type girl ever,0
studi center biolog divers call taxpay fund ivanpah  kill  bird year ,1
studi bio test like hoe ,0
stunt hoe  ,0
stupid aint got hoe shmediumproblem,0
stupid ass alex scari littl bitch throw,0
stupid ass hoe,0
stupid bitch,0
stupid bitch ,0
stupid bitch church didnt give fuck bbq sauc gotta eat dri ass chicken strip ,0
stupid bitch stay home ,0
stupid bitch deserv treat like stupid bitch,0
stupid  ltltlt fuck  ,0
stupid bitch,0
stupid bitch fuck skank dumb hoe,0
stupid cunt bitch road,0
stupid freshman bitch walk like slow hell u cant get around hurri fuck sloth,0
stupid fuck cunt,0
stupid hoe wack ,0
stupid lil bitch  realli think im trippen  outttta pocket pimpinnn,0
stupid peopl talk smack uncl tim tom ghetto fool wno futur im surpris u ignor niggaz even read write,0
stupid teabagg restaur make custom pay minimum wage fee ,0
stupid white peopl make post relev life stupid cousintouch honki whitetrash blond,0
sub tweet uoeno lol bitch,0
subtweet one time dirti chink whore,0
subtweet littl bitch take high road,0
subtweettweettweettweet cuz skinni niggah dick long,0
trash episod walk dead tonight,1
suck dick good im like god dam dirti bitch,0
suck super monkey ball,0
suddenlink trash yall know import bubbl guppi day,1
sum yall kno yall lock talk bout bitch aint shit tonight ho im tire  ,0
summer hoe turn winter wifey,0
summer hoe turn winter wifey ,0
summer half nake hoe gonna find person ,0
summer time bitch alway wild ,0
sumn wrong wit da pussi een tho aint gonn hit ima still make sure dat gushi,0
sunday day chug everyon els around obsess fave footbal team fantasi leagu,1
sup bitch,0
super handsom guy liter broke af career horni bitch support bankruptci lol,0
superman ho eyyyi,0
support offic darren wilson ralli st loui  ferguson kkk tcot tpot teabagg teaparti,1
sure got nice car  inch tv stainless steel applianc apart thousand twitter follow aint got hoe,0
sure wish nose would stop drippingthi sick shit bird,0
surpris bitch ,0
surpris surpris tsa trash brandon darbi border patrol sourc ,1
surrend divin  conqueror apocalyps  via youtub gtorient black metal hell,1
suzan realli go make get sofa find damn silverwar golli old bitch,0
swag bitch gratata ,0
swag fag gag lml nd yall niggaz wanna ce swag foh im gxxd ill stay gd ,0
swag kill bitch like columbin,0
swap meet bound beaner,1
swear god man nigga talk bitch day,0
sweet jesus morningjo go split screen rep jame clyburn amp charli daniel time morningjo,1
sweet milf white lingeri hose rip  ,0
sweet innoc schoolgirl minami   ,0
sweet babi bird crack  houston foodlov ,1
sweet innoc teen cloth rip pussi  ,0
sweet yellow bone thang call honey mustard ,1
sweet found box twinki bought last year  bet least tripl nobrain buy,1
sweetheart ladi im hard hoe ,0
swing rt callherebbi realli dont like woman old hag ass bitch,0
switch roo yo hoe let hit,0
switcharoo yo main bitch niggga hell naw dont date hoe,0
switcharoo yo hoe,0
switcheroo yo main bitch nigga hell naw dont date hoe,0
switcheroo yo main hoe hell naw niggga dont save hoe,0
sydney hoe ask dumb ass question,0
talk sooooo much shit today would mop floor kyle end rape time bitch,0
bitch chaser need tsu  ,0
tcbi hoe   arabellaann jackireininga ,0
tk fuck money bitch,0
tlcs chilli bulli son moustach seem share cloth yer public eye stop cri ya flaki bitch,0
tmz hoe ,0
trust seattlegt give thanksgiv duegt huge flightless bird dream come true european bird eater,1
trust say jesuschrist would kill faggot came back life today day agegt spartacus rome,0
turnt yo bitch hous parti,0
tv make hoe seem attract yawn,0
twitter like real lifefil pussi,0
twitter newsflash  ever visit easton pburg area hoe diseas nigga thirsti gatorad would worth trillion,0
taco bell super trash your sober,1
tail light give fuck rollin bitch wit da head light,0
take bitch soho froyo tell gon blow romo,0
take fuck hoser,0
take shove ass keitholbermann yanke derekjet,0
take yo bitch dinner date paint face,0
take yo hoe ass sleep,0
take second mortgag bet yanke win world cup win lot seem like nobrain,1
take pic im school bathroom fuck stupid retard,0
talk behind back  hate pussi shit,0
talk pussi power ,0
talk alot shit want ill put u spot dont test bitch,0
talk deigo last night dawg good like bitch maegan,0
talkin brokanes took yo bitch broke knee,0
talk angela hoe,0
talk shit like hoe huh like man ima murk wen see,0
tan main bitch,0
tarantula dope spider small n kill fuck dat rt  spider arent scari sheesh  pussi,0
taria filterless sisdari angel sisim big bro lol jigg lil ,1
tarzan dis hoe ,0
tattoo express mean one man trash anoth man treasur ,1
taught lil niggah treat girl,0
taught hate bitch,0
taylor swift look like kinda bitch would bring home get dri handjob,0
tbt nigguh ,0
teach rt intellectsrus realli fuck bitch brah,0
teacher hear talk  ear bitch,0
teacher weekend homework uhm sorri bitch life,0
teairri mari crazyth poor girl aint anyth herbitt ass bird,0
team john bitch ,0
technic nigga touch rape see trendin bitch callin cop lmao,0
technolog aint doin noth make hoe look better,0
teen get hole penetr even fist  ,0
tell bitch gtfo face fa reason,0
tell hater said fuck tell bitch said fuck,0
tell itti bitti bitch pipe,0
tell dem thot bitch im right ,0
tell pussi mineeee,0
tell hate ass niggah shut fuck,0
tell hoe im friend,0
tell hoe come  caus look like forgot bout  fact aint seen  say alot bout,0
tell lie speakin lip tri pleadin  often bitch refer awesom,0
tell skinni hoe bounc bring thick bitch back,0
tell hoe love fuck em,0
tell bae ho tre testicoli mean love eye italian,0
tellin im disrespect aint one callin everybodi bitch free,0
templ play life might work bitch semest cuz im pay outta pocket,0
tempt finish everi sentenc say today yo bitch breakingbad,0
terio got hoe ,0
terrifi leprechaun ,1
text instead play flappi bird soiknowitsr,1
text nig nog ,0
text plan nig,0
text ya bitch like ya man suck meet da birkin store tell em get band ,0
text bitch lyric new ty dolla ign tape wake shell nag littl less today,0
text bitch like main materi fuck shit  finna get youza hoe text,0
tf im act like sad ass bitch  old anthoni come back fashoo  ,0
tf bitch mine,0
tf bitch get coupl rt fstow,0
tf real twitter niggabitch yall hoe tweekin,0
thank charli ff    revkahjc cantucimblond kacado,1
thank charli   cantucimblond revkahjc  kacado,1
thank charli happi thursday    kacado cantucimblond revkahjc,1
thank hand candi charli   revkahjc cantucimblond kacado ,1
thank delaneyjad come last night ghetto one els could handl ,1
thank charli  revkahjc   cantucimblond kacado,1
thank charli   revkahjc  cantucimblond kacado,1
thank charli great even   revkahjc cantucimblond kacado ,1
thank scare absolut fuck flatfoot look like pussi fuck jerk,0
thank text found hoe,0
thank  cracker tweet today pilchard krackerwheat repeat like typic night bbc ,1
thank nigga coco smell good hoe haha finna pull allllllll hoe come smell nigga ,0
thanksgiv break bitch,0
thanksgiv earli hoe ,0
thanksgiv fam shaylay ignor chink eye ,0
thas bitch,0
ouija movi look like trash,1
larri cucumb tweet funni af bit much rt young bitch might ,0
princip shld asham look poor color kid made smart prop disgust morningjo,1
annoy moment keep remov headphon someon keep talk like move bitch,0
ass got niggah hypnot,0
ass perfect cant help rt miavenis yall diss hoe prais nicki minaj everyday dont understand nigga man,0
ass retart belong short yellow ,0
awkward moment igotdrunkand your still ugli hoe,0
awkward moment hoe say shes hoe,0
awkward moment hold door someon use door next like bitch better back fuck,0
bad bitch get left wack pussi kinda overr caus sex get better everyth cool,0
beach greec beauti  live bitch ass virginia peopl get live around beauti year round ,0
bit donovan got dvds droppin  see ya lha bitch,0
bitch amanda ran away ,0
bitch tha tha,0
bitch better happi  tip,0
bitch call thor strength  rtchubbygirlgod wait ,0
bitch came flyin  lmao,0
bitch cant touch,0
bitch could sit face,0
bitch crazzzi   pussi fixit  scandal,0
bitch cur hair way short,0
bitch filthi ,0
bitch got  million boyfriend,0
bitch got  follow drive honda ,0
bitch hollerin abt fuck nahh fuck dat bitch,0
bitch corn fed,0
bitch goin,0
bitch hella cranki today someon hand joint,0
bitch lyinggggg,0
bitch walk like  ,0
bitch mouth made honor roll,0
bitch qualitest  dont act right wisewordsfromwebb,0
bitch said pussi pop sever thoe ,0
bitch told control told go find,0
bitch want numba gottafuck bruda aydontjudgem,0
bitch worri fine fuck best friend got jump  cock sucker fine least worri,0
bitch met know mean dont bitch million dollar later  feel ,0
bitch,0
boy alway pussi never threat,0
broad  day moe rt ogflash earth rt iamryanraw nigga rt whoisjayhal rihanna prolli sexiest bitch earth,0
crow sock,1
damn lispi mouth bitch knowsgood hell well tara wasnt damn roommat damn rock brain man lol,0
depress shit trash,0
dude rent aint punkbitch either,0
dude chicago w fuzzi mustach bang johnni love hes whack memoriesofidot,1
dumb black bitch get card pictur made fuck mad ruin day ,0
fat bitch that alway phone walk  tibaburg,0
front flip trash that front flip swim pool land back everi time,1
fuck slutti beaner,0
hate shit dont mean noth bitch im feel ,0
ho went darkskin mulatto rt funnyjulius fuck ,0
hoe ask time ,0
hoe beef tunchi chillllll ouutttt,0
hoe fat trel said best,0
hoe saidmi booti fleek lmfaooo,0
hoe nip,0
 gon get yall bitch fucc  trynna hide shit,0
last tweet song lyric dont realli like bad bitch like pretti chick bad bitch cheat easili often,0
long hair doesnt cover redneck,1
make annoy bitch your look offend cant bitch your offend,0
mocha color chick doegtgtgtgt think fell ,1
nig darion couldnt help act like camera didnt keep composur eattin crawfish hahaha,0
nig g  would done thing,0
nigga  trash,0
nigga tannehil trash lmao dolphin trash,0
nigga gucci alway hit hoe put rick jame song give nigga rick shoutout riprick rickjamesbitch,0
nigga john aint ah real older nigga forreal let vick brotha bitch maplerow,0
nigga talkin like hoe tell bitch nigga speak,0
niggah lol tmlt ,0
nigguh never play footbal,0
night cap nonsens bird,1
old lassi gregg total bitch man,0
one drunk white bitch alway instig problem involv least oneblack dude crys afterward someon get hurt,0
shit bird  get yo self,0
pic circul jihadi call kill  saudi isi syria,0
pussi best shave holiday,0
pussi came gift wrap,0
pussi cant hairi shit gotta stink lol,0
pussi cri help,0
pussi fat whatchu feed,0
pussi sooo good ,0
shack shit bird yo,0
shade faggot clash eye color,0
shit crow wal mart park lot,0
son bitch moment open fridg food,0
stupid bitch karma best pay,0
vine start coon frenzi bruh,0
warm fuzzi feel your abl give someon help hand talk medic problem other realli help,1
bitch move pulledprob heartless thing,0
solid invest  min cue frank yanke wow,1
almost  year ago gave bitch away stolen,0
deep like yo momma pussi deep,0
faggot rant night,0
good time start mickey mous club soon,1
trash im gonna put phone goodnight,1
would weird uncomfort work one whore coffe standslik would freez ass bitch get nake,0
thatd ghetto littl meal,1
that ya bm tho rt tyga aint hoe,0
that deal breaker yo pussi shouldnt smell like sweati hoop short,0
that legal tackl faggot rt pprichhil serious ,0
that mighti big bitch saran wrap dress lol,0
that im say hoe ass nigga,0
that know pussi readi  vroomdet tiemyduragboo white peopl ,0
that know lie get pussytalk tast like water fruit shittf,0
that let beat build bitch,0
that like say ive pinto sinc  rt shallow tonycleveng dude ive iphon sinc begin,1
that nigga rt thevoiceofmiami fuck wrong bitch got cold ice,0
that young ho dont want nuthin old bank roll,0
that duck face that result walk pole tweet your retard,0
that catfish stink tl sore pussi bad,0
that okay minivan run red light im sure nail appoint import life bitch,0
that real dedic   bitch got diarrhea still shit ,0
that real pinchbach told nigga watch everybodi wasnt bandwagon jump bitch get austin,0
that right im make browni right ,1
that still pussi,0
that kind bitch hate fuck,0
that tell hoe aint throw neck rt shibermetimb aint nobodi got time,0
that dont stunt hoe instagram teamrealbooti ,0
that keep hereyou aint like hoe,0
that tuck yo bitch u ignor ass mother fucker,0
that could alway call smurf anyth niggah alway even im beef w babi,0
that yo bitch gut,0
that bitch act like need man,0
spent half junior year senior year bitch dumb bitch sooo there,0
that bad bestfriend say yu act like hoe cx,0
that bc crazi lol that nicca tho rt pacosway man swear idt nobodi mom cooler mine yo,0
that fuck give pussi rt xomaryjeanxo woke sex mind play cont ,0
that bitch feel like,0
that ya bitch dont love give head,0
that hoe shit doe,0
that thing nigga ask forrt igiveemnathan choosabl bitch tonit,0
that aint cuf im grown af rt  hoe aint loyal,0
yank come disparag pride ,1
yanke dont need tanaka beltran big name player believ,1
midwest us white trash,0
south us white trash,0
teabagg freemarket realli wonder bangladesh last coupl day tcot  teaparti randpaul,1
gop elit call conserv nigger behind close door tcot teaparti,0
yanke play tiger tonight word friend mtaraban,1
african goshawk accipit tachiro speci bird prey accipitrida famili fou ,1
buc  great uniform ruin trash smh,1
conjur wasnt trash wasnt good insidi,1
dmv system recent restructur narrat outlin dant inferno edit dant fat pissedoff cunt,0
devil wear charli revlon lesserfilm,1
english kill leprechaun thank god annoy littl bastard,0
giant trash,1
guy got excit saw oreo cooki crust thought make pie bum realiz cheesecak,1
internet make think bitch theyr actual,0
irish california white trash,0
john cantli video issu al furqan media new level jihadi propaganda promis episod amp wage ideolog warfar,1
kfan mock draft continu cleveland clock paul allen vike  pick go def back justin gilbert,1
karat kid pussi,0
met offic issu amber warn snowat least warn amber snowposh word yellow,1
monday bitch,0
offic fuzzi sock favorit blanket liter need life rn,1
perfect gift jihadi shop list  ,1
perfect gift jihadi shop list  ,1
pirat made playoff yanke outhel frozen,1
redskin trash fuck get,0
republican lt governor missouri say hes sorri call law angloamerican law racist pig,1
rick scottcharli crist ad run near nonstop florida past week get even wors,1
saint pure trash lol smh,1
south full white trash midwest full white trash west coast full white trash,0
steeler new uniform look like homosexu bumblebe wtf,0
tl talkin eatin pussi u watchin soccer ur grade faggot rt  game crazi ,0
walk dead trash peoplethat ,1
wayan bros retard show ever,1
xs os exe hoe exit ghost ,0
yanke still suck ,1
bad bitch still awak,0
baddest bitch world follow ig today start like pic aint even attract know catfish,0
baddest bitch back chestnut ryancommakerri welcomehom,0
beauti fairi pool near glenbrittl isl skye scotland ,1
beauti need want man priceless idk see bitch strung fuck men joint custodi,0
bengal trash like  week seem,1
big homi drizzi threaten hoe ,0
bird word ,1
bird bee ,1
bird bug voguet anat r  via etsi vintag jewelri bugout insect bird,1
bird sing bring thought hot flesh spring morn hot sexual desir fill head let tast amp feel,0
bitch coach said didnt like attitud,0
bitch got nerv,0
bitch freeee,0
bitch offici though dick harder missil yo,0
bitch roll eye bc didnt get tip doesnt listen u ask sweet potato fri instead regular,0
bitch shot cj go upstat  rip  ,0
bitch act like dont club ass littl ass skirt amp short give em yeast infect n shit,0
bitch back ,0
bitch behind annoy,0
black california typic nigger,0
boy shot albino deer ,1
browni made sin,1
brown schedul first half year liter retard easi,0
chink realli hunt food rt wwltv dog shot arrow east ,0
citi use hoesnow bitch look sick,0
clip hang dick that automat shotti drum call tommi guarante get bitch,0
club dont never get old yall hoe though,0
corni facad apart nick cannon plan nigga actual genius level busi bitch,0
day ex told sober cheat day elimin color skinni jean wardrob,0
dean hoe fuck home bro,0
earli bird get worm second mous get chees,1
earli bird take nap noon,1
easiest way sex chick smell good make laugh take get food fuck right pussi,0
emoji use im flirt wit bitch gt ,0
end yanke game plan cant even take,1
fact bruin draft yanke fan goe show weak scout staff imo didnt homework firechor,1
famili ron oneal need sue wutang trash song releas name,1
fourth hokag littl bitch like nigga cant even take bitch ass fox,0
fuck yellow cloud,0
fuck mickey ds gave cooki big mac box ,0
fuckin hoe,0
fuck royal bitch work,0
funni thing daughter never got kick one night stand didnt courag tell mom offici hoe,0
ghetto hoe love feel nigga ab ya heard,0
ghetto thuge version tree life come soon,0
girl skip school aint noth  yo made say head bitch u suppos school catch,0
gospel rt tibridotcom better wake realiz good lord aint stop creat pussi built shawti,0
guinea fowl seem,1
guy la fit fag ,0
heat make wanna put hand niggah ,0
hoe aint classi like trashyyi,0
hoe everybodi nigga,0
hoe rate e ,0
homi reallli love fat bitch  like love,0
homiez bitch like homiez,0
intens bankhead bounc said know bitch cuz travel,0
jig,1
jigg,1
ladi talk sit seat  hour piss like bruh  alreadi tri twice cant fuck pee bitch,0
last atbat yanke stadium thank make good one captain farewellcaptain ,1
last time pussi salmon pink ,0
left tho rt bellodisastro  twitpic selfi bad   ,0
leftisthomosexu war cathol church kick high gear infiltr priesthood boyrap fag,0
lie twitter  nigga wouldnt know grade pussi even slap cross face ,0
lit bitch that talkin shit aint math class today  realli want press issu,0
littl bitch nervous tweet anymor,0
littl bitch told sloppi top hoppi that gave sloppi toppi like sloppi toppi goddess,0
major hoe think shit dont stink,0
moment truli believ ur fuck pice trash love fell ,0
beauti women havin retard caption pic sht extra dumb,0
broke peopl say bitch nigga afford speak,0
movi abouttim hard ass chick flick nigga goe back time quick n fuck bitch n lol,0
music stop play hear fuck bitch ill spit ,0
nation know rather real nigger amp bad bitch ,0
nerv peopl though cant take nobodi serious continu laugh hoe,0
nerv nicca  step crispi ass shoe wit dusti ass timb,0
nice side long beach realli got hoe lol,0
except babi momma stuck ghetto bitch stomp ass like african ritual,0
part award like dyke part cypher amp old skool femal mcs,0
reason cheat show bitch kind dick girl get,0
thing nicca follow smh  ya self everyon els taken,0
time scream tyres tackl hoe ass bitch thewalkingdead,0
time year ill bitch cabl hocus pocus come fml,0
peopl histor call white trash call reason theyr white trash truth hurt,0
pilgrim high fuck like let kill big ass bird eat billion thing,0
pilot seen eye said aw red told get high bitch im man ,0
power christ compel pop pussi,0
price wrong bitch,0
proisi jihadi prayer hajj make round ,1
punish fit crime instanc take last twinki choke twinki twinki sacr,1
question alon  kfromtheg citi got bitch gold teeth,0
reason shelbi hate sandwich queer ronandfezsxm,0
redskin beg lose game smh,1
redskin chang name injun,1
republican teabagg hate screw em ,1
rich kid bever hill trash even entertain trash look mid thirti,0
right english person go busi import suspicion roug wog cop,1
bitch tell let go one would go grab right ,0
bitch fail geometri know exact angl use take perfect selfi,0
bitch chick pose wit pic instagram like bitch text boyfriend aint textin back,0
shit bitch brag hilari,0
solut simpl  buy bitch,0
spot open take better grab anoth bitch determin beauti enough,0
street dirti hoe niggad tri wife though,0
thing work black peopl bitch never fuck time wanna complain short check bitch dietoday,0
thinner eyebrow crazier bitch,0
tweeter gurl tumblr use taser roach im assum hous bitch shame,0
two ringless fag rt everybodyhatesx barkley amp reggi talk nonsens entir game,1
type bitch like think broke disgust,0
ugliest bitch swear bad ,0
undesir rt kinghorsedick vianawf  bitch big bruh,0
valu abu  statement credenti jihadi circl impecc  face trial terror charg,1
way hawk girl green lantern trust hoe nope,0
way fuck would think love bitch,0
way see bitch fake affili ,0
way klansman would say nigger slave way gop say conserv gop liter see conserv slave,0
weeknd bitch love dark skin fella,0
whole afternoon deep voic bitch,0
wife new bitch name ursula ,0
willow tree pocohonta bitch  year old,0
word bitch dont appli women women got littl bitch em,0
world n everi bitch,0
world better place bitch like die lone ,0
thee bear trash tho,1
 insult even selfdeprec first thing straight go faggot queer tranni gay even suppos alli,0
gotta load lux vs murda mook ,1
salsa negro awesom stacymungo loriisright,1
bad bitch blow kiss earlob,0
browni tho ,1
chick triedto put fire lol im dirt bag court dumb hoe though,0
gay dude stay baddest bitchesno punch line,0
hoe dont like ,0
hoe gone call strvp,0
hoe look clean foot,0
old bytch sorri phuck sack  pussi get ripe ,0
pretti bitch love bitch love guccccci,0
pretti nail bitch bail outta jail bitch,0
queer ass short rabchenko got,0
quicc blast bitch cash bitch ,0
quiet girl hoe watch,0
shit ugli hoe rt sirrocobama  rt burgerk nugget amp u still actin chicken ,0
shoota grandmama hous aint around bitch ina minut ,0
shoota grandmoma hous aint round bitch minut,0
squirrel faggot b rt  threesomethursday  ,0
taz angel hoe need furnitur,0
women bar  happyhour pleasur old hoe pure savag ,0
hit bitch like free throw ,0
went insid order hide mutant bird,1
zerah cushit came armi one million men  chariot came far  ,1
bitch expens im budget boo cant afford shit bitch want,0
shoot bitch ass stupid shit like key car bust window,0
bitch gon fuck money long ,0
fuck yo bitch,0
mexican bitch wanna speak fuckin languag amp give attitud cant speak right ass tf,0
there stupid bitch class liter ask question everi time professor say someth,0
wanna ask maad question bitch tell need stop interrupt playlist,0
bitch sing sound like hors choke,0
yall idol kany wife hoe lol,0
wouldv die didnt breath bitch,0
